state_abbr,year,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,total_crime,crime_rate
CT,1995,3275000,13293,150,776,5345,7022,134188,29095,87401,17692,294962,9.006473282
CT,1996,3274000,13490,158,755,5552,7025,124924,27574,81328,16022,276828,8.455345144
CT,1997,3270000,12781,124,740,4999,6918,117505,24143,78821,14541,260572,7.968562691
CT,1998,3274000,11993,135,728,4379,6751,111978,21801,77472,12705,247942,7.573060476
CT,1999,3282031,11342,107,654,4054,6527,99894,19298,69299,11297,222472,6.778485639
CT,2000,3405565,11058,98,678,3832,6450,99033,17436,68498,13099,220182,6.465358905
CT,2001,3434602,11492,105,639,4183,6565,95299,17159,65762,12378,213582,6.218537111
CT,2002,3458587,10807,84,740,4069,5914,93426,17111,64735,11580,208466,6.027490417
CT,2003,3486960,11045,112,698,4212,6023,92981,16043,65568,11370,208052,5.966572602
CT,2004,3498966,10113,100,755,4188,5070,93942,15959,66770,11213,208110,5.947757137
CT,2005,3500701,9542,105,712,3933,4792,90270,15245,64416,10609,199624,5.702400748
CT,2006,3504809,10505,137,696,4460,5212,90638,15583,64765,10290,202286,5.771669726
CT,2007,3502309,10547,113,690,4303,5441,86528,15640,60937,9951,194150,5.54348574
CT,2008,3501252,10737,132,680,4043,5882,87210,15107,63212,8891,195894,5.594970028
CT,2009,3518288,10588,106,657,4001,5824,82625,15172,59992,7461,186426,5.298770311
CT,2010,3575498,10083,133,595,3553,5802,78259,15145,56413,6701,176684,4.941521433
CT,2011,3586717,9889,129,689,3689,5382,77205,15468,55067,6670,174188,4.856474598
CT,2012,3591765,10183,117,933,3709,5424,77169,14787,55904,6478,174704,4.864015324
CT,2013,3599341,9439,91,647,3551,4906,71274,12934,52099,6241,161182,4.478097518
CT,2014,3594762,8575,89,579,3172,4520,69326,12017,51195,6114,155587,4.328158582
CT,2015,3584730,7938,116,798,2925,4099,65610,10286,48898,6426,147096,4.103405277
CT,2016,3576452,8123,78,763,2703,4579,64664,10045,47512,7107,145574,4.070346813
DE,1995,717000,5198,25,575,1425,3173,31790,6491,22329,2970,73976,10.31743375
DE,1996,725000,4845,31,454,1304,3056,30643,5830,21665,3148,70976,9.789793103
DE,1997,732000,5753,22,428,1783,3520,36578,6421,25904,4253,84662,11.56584699
DE,1998,744000,5672,21,499,1445,3707,34230,6395,24649,3186,79804,10.72634409
DE,1999,753538,5534,24,529,1492,3489,30922,5245,22634,3043,72912,9.675955294
DE,2000,783600,5363,25,424,1394,3520,29727,5216,21360,3151,70180,8.956100051
DE,2001,796599,4868,23,420,1156,3269,27399,5144,19476,2779,64534,8.101190185
DE,2002,805945,4836,26,358,1154,3298,26967,5355,18555,3057,63606,7.892101818
DE,2003,818166,5525,21,370,1441,3693,27943,6066,18933,2944,66936,8.181224837
DE,2004,830069,5105,28,357,1343,3377,27256,5669,19285,2302,64722,7.797183126
DE,2005,841741,5332,37,377,1306,3612,26245,5811,18085,2349,63154,7.502782923
DE,2006,853476,5983,42,417,1791,3733,29670,6337,20449,2884,71306,8.354775061
DE,2007,864764,6100,39,341,1763,3957,29216,6420,20454,2342,70632,8.167777567
DE,2008,873092,6187,57,371,1847,3912,31385,6783,22045,2557,75144,8.606653136
DE,2009,885122,5713,41,395,1680,3597,29685,6943,20836,1906,70796,7.998445412
DE,2010,899792,5608,51,326,1839,3392,31078,7550,21593,1935,73372,8.154329
DE,2011,908137,5144,48,307,1558,3231,31163,7617,22001,1545,72614,7.995930129
DE,2012,917053,5048,56,249,1498,3245,30707,7389,21880,1438,71510,7.797804489
DE,2013,925240,4633,41,278,1233,2960,29001,6299,21347,1355,67147,7.257252172
DE,2014,935968,4568,50,274,1271,2857,27915,5765,20885,1265,64850,6.928655681
DE,2015,944076,4760,62,361,1240,3097,25545,4797,19555,1193,60610,6.42003398
DE,2016,952065,4844,56,308,1359,3121,26334,5023,19791,1520,62356,6.549552814
DC,1995,554000,14744,360,292,6864,7228,52697,10185,32319,10193,134882,24.34693141
DC,1996,543000,13411,397,260,6444,6310,51188,9828,31385,9975,129198,23.79337017
DC,1997,529000,10708,301,218,4501,5688,41341,6963,26809,7569,104098,19.67826087
DC,1998,523000,8988,260,190,3606,4932,37222,6361,24360,6501,92420,17.67112811
DC,1999,519000,8448,241,248,3344,4615,33420,5067,21701,6652,83736,16.13410405
DC,2000,572059,8626,239,251,3554,4582,33000,4745,21655,6600,83252,14.55304435
DC,2001,573822,9195,231,181,3780,5003,35232,4949,22313,7970,88854,15.48459278
DC,2002,569157,9322,264,262,3834,4962,36477,5170,21708,9599,91598,16.09362619
DC,2003,557620,9061,249,274,3941,4597,32696,4671,18119,9906,83514,14.97686597
DC,2004,554239,7590,198,222,3202,3968,26896,3946,14542,8408,68972,12.44445086
DC,2005,582049,8032,195,166,3700,3971,26133,3577,14836,7720,68330,11.73956145
DC,2006,581530,8772,169,185,3829,4589,27064,3835,15908,7321,71672,12.32472959
DC,2007,588292,8325,181,192,4265,3687,28922,3926,17390,7606,74494,12.66275931
DC,2008,591833,8509,186,186,4430,3707,30211,3788,19958,6465,77440,13.08477222
DC,2009,599657,8089,145,150,4404,3390,28495,3696,19267,5532,73168,12.20164194
DC,2010,604912,8026,132,187,4325,3382,28802,4233,19514,5055,73656,12.17631656
DC,2011,619020,7433,108,173,4094,3058,29654,3850,21347,4457,74174,11.98248845
DC,2012,633427,7866,88,236,4037,3505,30757,3519,23575,3663,77246,12.19493328
DC,2013,649111,8415,103,297,4082,3835,31097,3316,24547,3234,78926,12.15909143
DC,2014,659836,8199,105,349,3497,4125,34147,3466,26898,3783,84569,12.8166696
DC,2015,670377,8538,162,494,3746,4136,31444,2971,25208,3265,79964,11.92821353
DC,2016,681170,8214,139,532,3480,4063,32716,2361,27382,2973,81860,12.01755803
FL,1995,14166000,151711,1037,6887,42485,101302,939288,215657,612311,111320,2181998,15.40306367
FL,1996,14400000,151350,1077,7508,41643,101122,928273,219056,605448,103769,2159246,14.99476389
FL,1997,14654000,149996,1012,7599,40459,100926,915613,213926,594492,107195,2131218,14.54359219
FL,1998,14916000,140016,967,7404,36198,95447,887107,203105,579752,104250,2054246,13.77209708
FL,1999,15111244,129044,859,6990,31969,89226,808674,181378,534105,93191,1875436,12.41086439
FL,2000,15982378,129777,903,7057,31809,90008,780377,172898,518298,89181,1820308,11.38946908
FL,2001,16373330,130713,874,6641,32867,90331,782517,176052,516548,89917,1826460,11.15509185
FL,2002,16691701,128721,911,6753,32581,88476,777236,177242,511478,88516,1811914,10.85517887
FL,2003,16999181,124280,924,6727,31523,85106,757696,170644,505489,81563,1763952,10.37668815
FL,2004,17385430,123754,946,6612,29997,86199,727141,166332,482484,78325,1701790,9.788598844
FL,2005,17768191,125957,883,6592,30141,88341,712998,164783,472912,75303,1677910,9.443336128
FL,2006,18089888,129602,1129,6475,34147,87851,721101,170873,473774,76454,1701406,9.405287639
FL,2007,18251243,131878,1202,6149,38155,86372,746249,181836,490783,73630,1756254,9.622654194
FL,2008,18328340,126256,1168,5972,36268,82848,758889,188472,506902,63515,1770290,9.658757967
FL,2009,18537969,113541,1017,5501,30911,76112,712010,181884,479867,50259,1651102,8.906595971
FL,2010,18838613,101969,987,5373,26086,69523,669035,169119,458454,41462,1542008,8.185358444
FL,2011,19082262,98198,984,5273,25622,66319,671200,170171,461408,39621,1538796,8.064012537
FL,2012,19320749,94087,1009,5260,23889,63929,632988,153563,442095,37330,1454150,7.526364532
FL,2013,19600311,91993,972,4765,23200,61054,607170,138915,433344,34911,1396324,7.123989002
FL,2014,19905569,91345,982,5038,21621,61610,583774,121379,426197,36198,1348144,6.77269763
FL,2015,20244914,93625,1041,7552,21137,63895,570270,109268,420341,40661,1327790,6.558634924
FL,2016,20612439,88700,1111,7598,20175,59816,553812,100325,410352,43135,1285024,6.234216145
GA,1995,7201000,47317,683,2539,14777,29318,385005,76324,264872,43809,864644,12.00727677
GA,1996,7353000,46966,630,2357,15100,28879,416986,81968,288803,46215,927904,12.61939344
GA,1997,7486000,45408,563,2328,15473,27044,388155,81320,262263,44572,867126,11.58330216
GA,1998,7642000,43762,618,2322,14308,26514,373717,75720,255459,42538,834958,10.92590945
GA,1999,7788240,41585,583,2319,12962,25721,359383,71429,247834,40120,801936,10.29675511
GA,2000,8186453,41319,651,1968,13250,25450,347630,68488,240440,38702,777898,9.502259403
GA,2001,8405677,41671,598,2180,14402,24491,347872,71799,238484,37589,779086,9.268569325
GA,2002,8544005,39271,606,2108,13432,23125,346559,73932,234591,38036,771660,9.031595838
GA,2003,8676460,39435,657,2234,14043,22501,369589,79001,247196,43392,818048,9.428361336
GA,2004,8918129,40217,613,2387,13656,23561,376656,82992,249426,44238,833746,9.348889212
GA,2005,9132553,40725,564,2143,14041,23977,378534,84463,249594,44477,838518,9.181638475
GA,2006,9363941,44754,605,2169,15511,26469,362712,85140,234445,43127,814932,8.702874142
GA,2007,9544750,46917,720,2198,17291,26708,371248,90294,238436,42518,836330,8.762199115
GA,2008,9685744,47353,640,2334,17808,26571,387917,100564,247709,39644,870540,8.987848533
GA,2009,9829211,42073,566,2323,14631,24553,360985,98606,229216,33163,806116,8.201227952
GA,2010,9712157,39068,555,2107,12372,24034,353449,96947,226161,30341,785034,8.083003601
GA,2011,9812460,36762,549,2066,12266,21881,357235,96014,231543,29678,787994,8.030544838
GA,2012,9915646,37675,583,2143,12502,22447,339473,86992,223875,28606,754296,7.607129177
GA,2013,9994759,37519,563,2022,12704,21361,339808,83459,229190,27159,753785,7.541802659
GA,2014,10097132,38955,607,2209,12786,22415,339146,78029,233359,27758,755264,7.479985406
GA,2015,10199398,38891,622,3257,12545,22467,316013,68149,220715,27149,709808,6.959312697
GA,2016,10310371,40990,681,3509,12205,24595,309770,63344,219625,26801,701520,6.804022862
HI,1995,1187000,3509,56,336,1553,1564,81938,13832,59907,8199,170894,14.39713564
HI,1996,1184000,3322,40,326,1606,1350,74639,12781,54701,7157,155922,13.16908784
HI,1997,1187000,3299,47,371,1403,1478,68193,12741,48984,6468,142984,12.04582982
HI,1998,1193000,2946,24,352,1225,1345,60677,11169,43914,5594,127246,10.66605197
HI,1999,1185497,2785,44,354,1044,1343,54539,9421,40458,4660,114648,9.670880652
HI,2000,1211537,2954,35,346,1123,1450,60033,10665,43254,6114,125974,10.39786651
HI,2001,1227024,3117,32,409,1142,1534,62830,11162,44925,6743,131894,10.749097
HI,2002,1240663,3262,24,372,1210,1656,71976,12722,49344,9910,150476,12.12867636
HI,2003,1248755,3400,22,367,1168,1843,65867,11409,44807,9651,138534,11.09376939
HI,2004,1262124,3213,33,333,944,1903,60525,10827,41078,8620,127476,10.10011695
HI,2005,1273278,3253,24,343,1001,1885,61115,9792,42188,9135,128736,10.11059643
HI,2006,1285498,3608,21,353,1144,2090,54247,8724,37784,7739,115710,9.001180865
HI,2007,1283388,3544,24,377,1122,2021,52866,9089,37494,6283,112820,8.790794366
HI,2008,1288198,3510,26,363,1085,2036,45944,9404,31424,5116,98908,7.678012231
HI,2009,1295178,3550,23,385,1030,2112,47516,9244,33415,4857,102132,7.885557043
HI,2010,1363359,3603,25,377,1065,2136,45667,8706,31681,5280,98540,7.227736788
HI,2011,1378129,3465,20,353,994,2098,43874,8165,31240,4469,94678,6.870039017
HI,2012,1390090,3378,21,279,1125,1953,43419,7653,31901,3865,93594,6.732945349
HI,2013,1408987,3585,32,366,934,2111,45266,7777,32928,4561,97560,6.924123501
HI,2014,1420257,3362,20,388,952,1842,46022,7470,33003,5549,98608,6.942968773
HI,2015,1431603,4201,19,400,1203,2418,54346,6557,42010,5779,116933,8.167976737
HI,2016,1428557,4417,35,619,994,2769,42753,6017,31082,5654,94340,6.603866699
ID,1995,1163000,3745,48,330,279,3088,47444,9069,35560,2815,102378,8.802923474
ID,1996,1189000,3177,43,313,241,2580,44532,8431,33872,2229,95418,8.025063078
ID,1997,1210000,3107,39,350,237,2481,44388,9175,32784,2429,94990,7.850413223
ID,1998,1229000,3468,36,386,264,2782,42185,8518,31385,2282,91306,7.429292107
ID,1999,1251700,3066,25,417,223,2401,36363,7641,26824,1898,78858,6.300071902
ID,2000,1293953,3267,16,384,223,2644,37961,7330,28545,2086,82456,6.372410744
ID,2001,1320585,3211,30,425,245,2511,38181,7507,28285,2389,82784,6.268736961
ID,2002,1343124,3419,36,497,240,2646,39128,7441,29060,2627,85094,6.335528216
ID,2003,1367034,3362,26,535,245,2556,40042,7837,29559,2646,86808,6.350098096
ID,2004,1395140,3452,31,594,241,2586,38799,7671,28389,2739,84502,6.05688318
ID,2005,1429367,3670,35,577,266,2792,38556,8066,27606,2884,84452,5.90834964
ID,2006,1466465,3666,35,611,294,2726,35135,7545,25154,2436,77602,5.291773073
ID,2007,1499402,3841,49,607,243,2942,34124,7131,24727,2266,75930,5.064018856
ID,2008,1523816,3680,23,579,239,2839,31940,6748,23532,1660,71240,4.675105131
ID,2009,1545801,3805,24,575,254,2952,31220,6682,23066,1472,70050,4.531631174
ID,2010,1571102,3464,22,533,213,2696,31436,6513,23594,1329,69800,4.442741464
ID,2011,1583744,3202,35,444,188,2535,32875,6915,24629,1331,72154,4.555913077
ID,2012,1595590,3348,30,495,243,2580,31825,7240,23203,1382,70346,4.408776691
ID,2013,1612843,3471,29,516,220,2548,30230,6693,21999,1538,67244,4.169283681
ID,2014,1634806,3439,32,463,203,2559,30440,6466,22297,1677,67576,4.133579153
ID,2015,1652828,3593,32,703,191,2667,28912,6124,20916,1872,65010,3.933258633
ID,2016,1683140,3876,49,719,213,2895,29357,6318,20962,2077,66466,3.948928788
IL,1995,11830000,117836,1221,4313,39139,73163,527572,108555,357143,61874,1290816,10.91137785
IL,1996,11847000,105482,1179,4548,33106,66649,524777,108185,358515,58077,1260518,10.63997637
IL,1997,11896000,102476,1096,4415,33123,63842,509113,103550,350140,55423,1223178,10.28226295
IL,1998,12045000,97291,1008,4095,29927,62261,487915,97792,337191,52932,1170412,9.716994604
IL,1999,12128370,83621,939,4297,26365,52020,463939,86317,320954,56668,1095120,9.029407909
IL,2000,12419293,81196,898,3926,25641,50731,445278,81850,313161,50267,1052948,8.478324813
IL,2001,12520227,79270,982,4010,24931,49347,434648,79158,306757,48733,1027836,8.209403871
IL,2002,12586447,75759,961,4370,25314,45114,430479,81440,304227,44812,1012476,8.044176407
IL,2003,12649087,70376,895,4189,23786,41506,415885,78345,295907,41633,972522,7.688475856
IL,2004,12712016,69365,780,4220,22582,41783,403486,76088,287025,40373,945702,7.439433682
IL,2005,12765427,70496,770,4313,23255,42158,394670,77635,277662,39373,930332,7.287903491
IL,2006,12831970,69498,780,4078,23782,40858,387478,77259,272578,37641,913952,7.122460542
IL,2007,12852548,68528,752,4103,23100,40573,377322,75524,267911,33887,891700,6.937923904
IL,2008,12901563,67780,790,4118,24054,38818,378355,78968,266815,32572,892270,6.915983746
IL,2009,12910409,64185,773,3901,22923,36588,353347,77850,248821,26676,835064,6.4681452
IL,2010,12841980,57132,704,3066,20386,32976,349064,77472,242681,28911,812392,6.326064984
IL,2011,12859752,54523,781,3030,20217,30495,344468,77719,237362,29387,797982,6.205267411
IL,2012,12868192,53556,770,3581,19480,29725,332706,71100,235314,26292,772524,6.003360845
IL,2013,12890552,51956,722,3895,17733,28161,296048,59093,216059,20896,694563,5.388155604
IL,2014,12882189,47775,690,3182,15271,27485,269647,50759,201003,17885,633697,4.919171734
IL,2015,12839047,49755,754,4926,15056,29019,256962,46846,192424,17692,613434,4.777877984
IL,2016,12801539,55854,1054,4908,17827,32065,262306,47989,194407,19910,636320,4.970652357
IN,1995,5803000,30451,466,1930,7844,20211,238317,47676,163618,27023,537536,9.263070825
IN,1996,5841000,31366,420,1992,7249,21705,231376,45782,160777,24817,525484,8.996473207
IN,1997,5864000,30179,430,1928,7763,20058,231723,48182,158442,25099,523804,8.932537517
IN,1998,5899000,25423,454,1952,6561,16456,220529,46552,152790,21187,491904,8.338769283
IN,1999,5942901,22261,391,1607,6496,13767,201547,42463,138794,20290,447616,7.531944416
IN,2000,6080485,21230,352,1759,6282,12837,206905,41108,144707,21090,456270,7.50384221
IN,2001,6126743,22734,413,1716,7171,13434,211548,42758,147291,21499,468564,7.647848131
IN,2002,6156913,22001,362,1843,6612,13184,208965,42605,146073,20287,461932,7.502655958
IN,2003,6199571,21842,338,1720,6401,13383,208039,41582,145686,20771,459762,7.41602927
IN,2004,6226537,20294,316,1803,6373,11802,211929,42168,148670,21091,464446,7.459138202
IN,2005,6266019,20302,356,1856,6809,11281,216778,43756,151278,21744,474160,7.567165053
IN,2006,6313520,20303,361,1811,7175,10956,217783,45538,150655,21590,476172,7.542100128
IN,2007,6345289,21310,350,1738,7845,11377,213887,46485,147999,19403,470394,7.413279364
